Year, Month, Day,     Extent,    Missing, Source Data
YYYY,    MM,  DD, 10^6 sq km, 10^6 sq km, Source data product web sites: http://nsidc.org/data/nsidc-0081.html and http://nsidc.org/data/nsidc-0051.html
1981,    03,  02,      2.724,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810302_n07_v1.1_s.bin']
1981,    03,  04,      2.759,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810304_n07_v1.1_s.bin']
1981,    03,  06,      2.755,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810306_n07_v1.1_s.bin']
1981,    03,  08,      2.862,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810308_n07_v1.1_s.bin']
1981,    03,  10,      3.013,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810310_n07_v1.1_s.bin']
1981,    03,  12,      3.075,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810312_n07_v1.1_s.bin']
1981,    03,  14,      3.226,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810314_n07_v1.1_s.bin']
1981,    03,  16,      3.338,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810316_n07_v1.1_s.bin']
1981,    03,  18,      3.442,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810318_n07_v1.1_s.bin']
1981,    03,  20,      3.514,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810320_n07_v1.1_s.bin']
1981,    03,  22,      3.672,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810322_n07_v1.1_s.bin']
1981,    03,  24,      3.893,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810324_n07_v1.1_s.bin']
1981,    03,  26,      4.114,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810326_n07_v1.1_s.bin']
1981,    03,  28,      4.195,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810328_n07_v1.1_s.bin']
1981,    03,  30,      4.291,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810330_n07_v1.1_s.bin']
1981,    04,  01,      4.505,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810401_n07_v1.1_s.bin']
1981,    04,  03,      4.589,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810403_n07_v1.1_s.bin']
1981,    04,  05,      4.787,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810405_n07_v1.1_s.bin']
1981,    04,  07,      5.018,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810407_n07_v1.1_s.bin']
1981,    04,  09,      5.136,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810409_n07_v1.1_s.bin']
1981,    04,  11,      5.417,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810411_n07_v1.1_s.bin']
1981,    04,  13,      5.565,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810413_n07_v1.1_s.bin']
1981,    04,  15,      5.793,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810415_n07_v1.1_s.bin']
1981,    04,  17,      5.988,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810417_n07_v1.1_s.bin']
1981,    04,  19,      6.214,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810419_n07_v1.1_s.bin']
1981,    04,  21,      6.393,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810421_n07_v1.1_s.bin']
1981,    04,  23,      6.717,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810423_n07_v1.1_s.bin']
1981,    04,  25,      6.903,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810425_n07_v1.1_s.bin']
1981,    04,  27,      7.167,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810427_n07_v1.1_s.bin']
1981,    04,  29,      7.385,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810429_n07_v1.1_s.bin']
1981,    05,  01,      7.549,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810501_n07_v1.1_s.bin']
1981,    05,  03,      7.750,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810503_n07_v1.1_s.bin']
1981,    05,  05,      8.029,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810505_n07_v1.1_s.bin']
1981,    05,  07,      8.269,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810507_n07_v1.1_s.bin']
1981,    05,  09,      8.439,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810509_n07_v1.1_s.bin']
1981,    05,  11,      8.671,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810511_n07_v1.1_s.bin']
1981,    05,  13,      8.912,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810513_n07_v1.1_s.bin']
1981,    05,  15,      9.225,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810515_n07_v1.1_s.bin']
1981,    05,  17,      9.396,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810517_n07_v1.1_s.bin']
1981,    05,  19,      9.707,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810519_n07_v1.1_s.bin']
1981,    05,  21,      9.932,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810521_n07_v1.1_s.bin']
1981,    05,  23,     10.293,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810523_n07_v1.1_s.bin']
1981,    05,  25,     10.481,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810525_n07_v1.1_s.bin']
1981,    05,  27,     10.701,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810527_n07_v1.1_s.bin']
1981,    05,  29,     10.987,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810529_n07_v1.1_s.bin']
1981,    05,  31,     11.333,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810531_n07_v1.1_s.bin']
1981,    06,  02,     11.609,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810602_n07_v1.1_s.bin']
1981,    06,  04,     11.792,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810604_n07_v1.1_s.bin']
1981,    06,  06,     11.822,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810606_n07_v1.1_s.bin']
1981,    06,  08,     11.885,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810608_n07_v1.1_s.bin']
1981,    06,  10,     12.236,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810610_n07_v1.1_s.bin']
1981,    06,  12,     12.599,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810612_n07_v1.1_s.bin']
1981,    06,  14,     12.768,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810614_n07_v1.1_s.bin']
1981,    06,  16,     13.142,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810616_n07_v1.1_s.bin']
1981,    06,  18,     13.593,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810618_n07_v1.1_s.bin']
1981,    06,  20,     13.670,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810620_n07_v1.1_s.bin']
1981,    06,  22,     13.754,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810622_n07_v1.1_s.bin']
1981,    06,  24,     14.008,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810624_n07_v1.1_s.bin']
1981,    06,  26,     14.317,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810626_n07_v1.1_s.bin']
1981,    06,  28,     14.599,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810628_n07_v1.1_s.bin']
1981,    06,  30,     14.834,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810630_n07_v1.1_s.bin']
1981,    07,  02,     15.061,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810702_n07_v1.1_s.bin']
1981,    07,  04,     15.235,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810704_n07_v1.1_s.bin']
1981,    07,  06,     15.362,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810706_n07_v1.1_s.bin']
1981,    07,  08,     15.356,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810708_n07_v1.1_s.bin']
1981,    07,  10,     15.559,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810710_n07_v1.1_s.bin']
1981,    07,  12,     15.757,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810712_n07_v1.1_s.bin']
1981,    07,  14,     15.918,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810714_n07_v1.1_s.bin']
1981,    07,  16,     16.021,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1981/nt_19810716_n07_v1.1_s.bin']
